species,atom,npa_charge,wiberg_total,nmr_shielding,cm5_charge,hirshfeld_charge,ox_npa_charge,ox_cm5_charge,ox_hirshfeld_charge,red_npa_charge,red_cm5_charge,red_hirshfeld_charge,fukui_plus,fukui_minus,fukui_rad
Ac4,6,-0.1391815520504296,3.9513292322502966,28.336951716788572,-0.07498936149830271,-0.02337673085903897,-0.13017201794293956,-0.016807247665400777,0.034805959281897475,-0.24837545303284464,-0.1525311668178946,-0.10091795987059635,-0.07754122901155737,-0.05818269014093639,-0.019358538870620882
Ac2,7,-0.6317467277864746,3.1617667584170404,167.22386978817906,-0.31071608036705933,-0.07036242168511189,-0.1034991151634386,-0.13605979695247733,0.10429449330810665,-0.41217757396264876,-0.3098338514380872,-0.0694795180826695,0.0008829036024423742,-0.1746569149932185,0.17553981859566084
Ac5,7,-0.21714311472393144,3.9629231214424374,40.92542850820841,-0.0984144202304284,-0.04435426572399196,-0.1991084547372565,-0.03443793724574038,0.019622186205391613,-0.21239214975120785,-0.14881873622009156,-0.09475942473058421,-0.05040515900659224,-0.06397645192938349,0.013571292922791236
Ac4,7,-0.22855915194634313,4.001483097444725,47.64078152161671,-0.0302342056065552,-0.03171717199849596,-0.13558921003485094,0.03464937661972827,0.03316638767470562,-0.32240607860323445,-0.10036842157064813,-0.10185196427062342,-0.07013479227212745,-0.06488355967320154,-0.005251232598925918
Ac3,7,-0.31725,1.0394,265.8609,-0.120638,-0.097507,-0.28839,-0.089467,-0.066335,-0.3352,-0.143777,-0.120645,-0.023138,-0.0311719999999999,0.0080339999999999
Ac4,7,-0.22855915194634313,4.001483097444725,47.64078152161671,-0.0302342056065552,-0.03171717199849596,-0.13558921003485094,0.03464937661972827,0.03316638767470562,-0.32240607860323445,-0.10036842157064813,-0.10185196427062342,-0.07013479227212745,-0.06488355967320154,-0.005251232598925918
Ac7,7,-0.33371479326877385,3.303896895725704,133.59664552299128,-0.13468778785246005,-0.0423377799930282,-0.32660845796152876,-0.11291138580291529,-0.020561377943483443,-0.3455963154503751,-0.15685259137174024,-0.06450203905573074,-0.022164259062702456,-0.021776402049544702,-0.0003878570131578105
Ac2,8,-0.32456231893496085,3.8738750965255715,141.40667790892297,-0.022336455770663153,0.0008656376629829772,-0.26506807824366807,0.007768548485568431,0.030970598824380795,-0.1939494459665964,-0.05972030801630627,-0.03651825767749391,-0.03738389534047688,-0.030104961161397818,-0.007278934179079064
Ac5,8,-0.2039750552832337,3.964852845485037,37.52482401999737,-0.09852172973082615,-0.04243847794417559,-0.15436663058994424,-0.021449405478477207,0.034633003291244274,-0.3588759501902451,-0.20428457891213955,-0.14820117014241807,-0.1057626921982424,-0.07707148123541986,-0.028691210962822546
Ac4,8,0.7849111152770882,3.8413890948762988,4.29883991024408,0.2634746281688104,0.20792242999978974,0.7562132992424464,0.2780053444047608,0.2224535473746238,0.6912111039990156,0.16984276936570622,0.11429094978248731,-0.09363148021730237,-0.014531117374833966,-0.07910036284246835
