,File,atom,nbo_charge,nmr_shielding,neut_nat,neut_cm5,neut_mulliken,neut_hirsfeld,ox_nat,ox_cm5,ox_mulliken,ox_hirsfeld,red_nat,red_cm5,red_mulliken,red_hirsfeld
296,Ac5_rdkit_conf_2,23,0.21055,23.9044,0.21055,0.099017,0.162292,0.03899,0.25113,0.140122,0.224995,0.080096,0.1746,0.043319,0.0918,-0.016707
297,Ac7_rdkit_conf_2,0,-0.59583,-142.4918,-0.59583,-0.332911,-0.318887,-0.28051,-0.18463,-0.037924,-0.015432,0.014477,-0.74223,-0.472438,-0.446838,-0.420037
298,Ac7_rdkit_conf_2,1,0.8057,-7.4159,0.8057,0.263316,0.337823,0.214134,0.80965,0.352585,0.416635,0.303404,0.62593,0.137557,0.124892,0.088375
299,Ac7_rdkit_conf_2,2,-0.69186,114.3919,-0.69186,-0.381251,-0.415614,-0.182033,-0.5734,-0.273647,-0.294714,-0.074429,-0.73638,-0.450296,-0.439212,-0.251078
300,Ac7_rdkit_conf_2,3,-0.32523,140.5717,-0.32523,-0.08126,-0.162899,-0.022117,-0.26893,-0.03877,-0.167376,0.020373,-0.34573,-0.118775,0.307535,-0.059633
301,Ac7_rdkit_conf_2,4,-0.39244,156.8015,-0.39244,-0.157833,-0.309643,-0.051409,-0.39804,-0.142587,-0.323403,-0.036163,-0.39228,-0.171927,-0.420347,-0.065503
302,Ac7_rdkit_conf_2,5,-0.39519,159.2515,-0.39519,-0.160621,-0.270961,-0.05059,-0.38905,-0.137643,-0.296133,-0.027612,-0.40851,-0.186656,0.078419,-0.076625
303,Ac7_rdkit_conf_2,6,-0.3961,158.3839,-0.3961,-0.161717,-0.276559,-0.051495,-0.4028,-0.14318,-0.299875,-0.032958,-0.39254,-0.176446,-0.32963,-0.066223
304,Ac7_rdkit_conf_2,7,-0.39466,157.7258,-0.39466,-0.159404,-0.278492,-0.049276,-0.37998,-0.126424,-0.291004,-0.016296,-0.41455,-0.189778,-0.027136,-0.079649
305,Ac7_rdkit_conf_2,8,-0.38543,152.7844,-0.38543,-0.154206,-0.323373,-0.047595,-0.36764,-0.122799,-0.304747,-0.016188,-0.39537,-0.179501,-0.258532,-0.07289
306,Ac7_rdkit_conf_2,9,0.49294,26.0999,0.49294,0.356769,0.333419,0.179228,0.52544,0.406909,0.382442,0.229368,0.44253,0.300033,0.247612,0.122492
307,Ac7_rdkit_conf_2,10,0.22061,29.8866,0.22061,0.103147,0.161663,0.039194,0.27672,0.143734,0.226042,0.079781,0.04075,-0.013773,-0.356948,-0.077726
308,Ac7_rdkit_conf_2,11,0.21698,30.2555,0.21698,0.089853,0.155644,0.032695,0.24697,0.11599,0.204547,0.058832,0.19461,0.06351,0.111329,0.006351
309,Ac7_rdkit_conf_2,12,0.21139,30.5351,0.21139,0.090299,0.168586,0.030894,0.22225,0.106342,0.197576,0.046937,0.19584,0.072038,0.127525,0.012633
310,Ac7_rdkit_conf_2,13,0.19128,30.9155,0.19128,0.081904,0.145442,0.026213,0.21459,0.102102,0.188162,0.046411,0.13193,0.023604,-0.100361,-0.032087
311,Ac7_rdkit_conf_2,14,0.21072,30.2898,0.21072,0.086661,0.144685,0.03195,0.24742,0.116126,0.193135,0.061415,0.16764,0.050747,0.047311,-0.003963
312,Ac7_rdkit_conf_2,15,0.20825,30.3902,0.20825,0.085008,0.144079,0.030393,0.2571,0.121381,0.19924,0.066766,0.17428,0.053328,0.079424,-0.001287
313,Ac7_rdkit_conf_2,16,0.19375,30.9191,0.19375,0.083588,0.14468,0.027856,0.2112,0.100181,0.182663,0.044449,0.17673,0.065432,0.104304,0.009699
314,Ac7_rdkit_conf_2,17,0.19339,30.7997,0.19339,0.083733,0.148305,0.027971,0.21705,0.105628,0.191903,0.049865,0.13095,0.023067,-0.085586,-0.032696
315,Ac7_rdkit_conf_2,18,0.21057,30.2741,0.21057,0.086794,0.144666,0.032117,0.26538,0.128804,0.205248,0.074128,0.17694,0.055198,0.073263,0.000521
316,Ac7_rdkit_conf_2,19,0.20052,30.8991,0.20052,0.088637,0.162029,0.03108,0.2254,0.110106,0.198344,0.052549,0.17775,0.062215,0.077634,0.004658
317,Ac7_rdkit_conf_2,20,0.22064,29.8515,0.22064,0.089493,0.165406,0.031301,0.24531,0.113086,0.206745,0.054894,0.19172,0.052859,0.085341,-0.005333
